user_id,video_id,action,timestamp,engagement_score
5,474,like,1663787933,0.8
5,353,rewind,1614819346,0.5
5,415,skip,1606656705,0.2
5,23,like,1688187184,0.8
5,470,like,1667808066,0.8
5,454,view,1644859730,0.5
5,261,view,1641698591,0.5
5,301,like,1654026429,0.8
5,226,like,1659101902,0.8
5,74,pause,1662422903,0.5
5,27,rewind,1682583774,0.5
5,483,rewind,1698680631,0.5
5,437,rewind,1673906213,0.5
6,137,view,1607719137,0.5
6,363,view,1638348468,0.5
6,235,rewind,1690739780,0.5
6,171,view,1627063552,0.5
6,57,view,1692088027,0.5
6,378,view,1617126728,0.5
6,480,view,1656118479,0.5
6,43,pause,1687193310,0.5
6,387,rewind,1653453414,0.5
6,296,view,1614962138,0.5
6,45,pause,1627441485,0.5
6,162,pause,1651472711,0.5
6,62,like,1630567013,0.8
6,375,pause,1672362244,0.5
6,100,skip,1637103743,0.2
6,120,rewind,1613490163,0.5
6,53,view,1669727889,0.5
6,58,skip,1679630004,0.2
6,353,pause,1615517895,0.5
6,300,like,1663650136,0.8
6,252,view,1609058370,0.5
6,278,view,1631524253,0.5
6,287,pause,1686681388,0.5
6,118,like,1665452207,0.8
6,309,view,1642584104,0.5
6,253,skip,1689458699,0.2
6,147,pause,1615853760,0.5
6,490,pause,1616880943,0.5
6,100,like,1638980370,0.8
6,340,skip,1699507572,0.2
6,186,view,1663560266,0.5
6,221,pause,1692044731,0.5
7,469,like,1677953564,0.8
7,20,rewind,1664182228,0.5
7,380,rewind,1667555091,0.5
7,273,like,1618430758,0.8
7,75,skip,1669028093,0.2
7,451,view,1612630355,0.5
7,85,view,1622457686,0.5
7,98,view,1650193200,0.5
7,469,skip,1616362058,0.2
7,19,pause,1609673771,0.5
7,40,rewind,1683903406,0.5
7,404,rewind,1609872062,0.5
7,277,like,1633948672,0.8
7,233,pause,1673697149,0.5
7,343,rewind,1610305401,0.5
7,30,pause,1689753261,0.5
7,444,skip,1666331222,0.2
7,27,view,1682949937,0.5
7,234,view,1679902324,0.5
7,361,view,1660667437,0.5
7,368,rewind,1640611446,0.5
7,343,view,1687013867,0.5
7,147,rewind,1626625112,0.5
7,451,skip,1657909250,0.2
7,498,rewind,1687557663,0.5
7,142,pause,1611889914,0.5
7,393,pause,1674694387,0.5
7,89,view,1629088373,0.5
7,379,rewind,1641118472,0.5
7,149,view,1600332236,0.5
7,391,pause,1647564786,0.5
7,182,rewind,1637366618,0.5
7,24,rewind,1677322998,0.5
7,280,view,1655680769,0.5
7,85,view,1620278368,0.5
7,277,view,1685480334,0.5
7,387,rewind,1678880150,0.5
7,469,rewind,1657026763,0.5
7,114,like,1645621246,0.8
7,320,like,1667330469,0.8
7,387,skip,1645678775,0.2
7,309,view,1605322003,0.5
7,119,pause,1627367541,0.5
8,102,skip,1632463655,0.2
8,89,like,1671619807,0.8
8,392,skip,1621993082,0.2
8,61,like,1639540569,0.8
8,111,like,1644041729,0.8
8,439,rewind,1633615138,0.5
8,433,skip,1641591536,0.2
8,278,skip,1667741212,0.2
8,326,skip,1645252826,0.2
8,385,rewind,1657868070,0.5
8,189,view,1636555733,0.5
8,282,view,1618739232,0.5
8,249,pause,1633495124,0.5
8,381,like,1609085774,0.8
8,79,pause,1680133935,0.5
8,42,rewind,1634687840,0.5
8,187,rewind,1611148794,0.5
8,187,skip,1611590973,0.2
8,232,like,1605346737,0.8
8,470,skip,1676199734,0.2
8,270,skip,1609977379,0.2
8,217,pause,1683035869,0.5
8,81,view,1692871089,0.5
8,191,like,1678542980,0.8
8,332,like,1646465433,0.8
8,33,view,1655922933,0.5
9,353,skip,1625559492,0.2
9,279,rewind,1605502263,0.5
9,493,like,1660464447,0.8
9,425,view,1641192949,0.5
9,201,pause,1677829226,0.5
9,460,view,1687339711,0.5
9,13,skip,1621555675,0.2
9,79,skip,1668456555,0.2
9,229,pause,1622860222,0.5
9,439,view,1665399814,0.5
9,324,rewind,1633879049,0.5
9,22,view,1638644958,0.5
9,492,like,1655313019,0.8
9,99,like,1658242575,0.8
9,95,pause,1659666020,0.5
9,117,like,1644452879,0.8
9,429,rewind,1674709482,0.5
10,115,rewind,1664165301,0.5
10,10,skip,1631190492,0.2
10,72,pause,1620812115,0.5
10,238,rewind,1617094329,0.5
10,254,skip,1654322447,0.2
10,46,view,1630480535,0.5
10,191,skip,1676312079,0.2
10,282,rewind,1603329805,0.5
10,170,like,1641593192,0.8
10,271,rewind,1622240271,0.5
10,499,view,1691035139,0.5
10,420,skip,1677223651,0.2
10,474,like,1634391739,0.8
10,174,skip,1647037562,0.2
10,213,rewind,1645392380,0.5
10,93,like,1625666490,0.8
10,50,pause,1650844089,0.5
10,471,skip,1638997605,0.2
10,349,like,1681054232,0.8
10,207,rewind,1660565075,0.5
10,147,rewind,1639014862,0.5
10,409,pause,1631867813,0.5
10,320,like,1675659431,0.8
10,318,rewind,1615288865,0.5
10,355,rewind,1635676930,0.5
10,427,rewind,1664131284,0.5
10,210,view,1670154625,0.5
10,318,view,1677508435,0.5
10,370,skip,1611201304,0.2
10,363,pause,1632628163,0.5
10,23,skip,1626757756,0.2
10,500,like,1680745440,0.8
10,361,view,1660039325,0.5
10,375,rewind,1646447637,0.5
10,109,like,1646331887,0.8
10,475,pause,1665539084,0.5
10,271,pause,1640002259,0.5
10,122,view,1647389725,0.5
10,397,skip,1695133487,0.2
10,321,pause,1611125867,0.5
10,171,skip,1692959095,0.2
11,401,pause,1668996808,0.5
11,199,skip,1638369072,0.2
11,223,view,1621962738,0.5
11,36,rewind,1666700723,0.5
11,201,view,1675012141,0.5
11,403,rewind,1617681044,0.5
11,201,like,1625625935,0.8
11,127,skip,1683886072,0.2
11,268,view,1631972753,0.5
11,47,like,1635896035,0.8
11,396,rewind,1600146170,0.5
11,156,pause,1667863540,0.5
11,261,pause,1636977303,0.5
11,255,like,1685764021,0.8
11,100,rewind,1609490033,0.5
11,352,rewind,1638199570,0.5
11,342,like,1622783112,0.8
11,173,like,1612036678,0.8
11,245,skip,1691403970,0.2
11,403,skip,1664092576,0.2
11,246,pause,1622843634,0.5
11,67,rewind,1649723938,0.5
11,113,like,1610028431,0.8
11,468,rewind,1679181268,0.5
11,494,pause,1610256060,0.5
11,19,view,1649866243,0.5
11,316,rewind,1680942191,0.5
11,459,rewind,1637243759,0.5
11,114,rewind,1619466023,0.5
11,472,view,1607133283,0.5
11,351,skip,1623056144,0.2
11,91,view,1621931746,0.5
11,477,skip,1664067125,0.2
11,38,pause,1697421449,0.5
11,1,skip,1601850523,0.2
11,141,pause,1690854704,0.5
11,306,rewind,1623952778,0.5
11,415,like,1683503296,0.8
11,44,rewind,1691638703,0.5
11,305,rewind,1610978881,0.5
11,411,view,1629350277,0.5
12,199,skip,1656764702,0.2
12,435,skip,1692780929,0.2
12,365,pause,1660142490,0.5
12,227,rewind,1666918344,0.5
12,88,like,1665725797,0.8
12,327,rewind,1695207443,0.5
12,329,pause,1628691299,0.5
12,91,like,1660109427,0.8
12,358,pause,1695980797,0.5
12,412,skip,1694313459,0.2
12,442,rewind,1645618725,0.5
12,472,like,1675820573,0.8
12,240,rewind,1635393352,0.5
12,221,rewind,1657756320,0.5
12,182,like,1600254568,0.8
12,388,rewind,1684314153,0.5
12,403,rewind,1629459532,0.5
12,223,view,1676153638,0.5
12,100,rewind,1695440668,0.5
12,80,like,1645221361,0.8
12,452,rewind,1643843890,0.5
12,50,rewind,1609620149,0.5
12,44,pause,1683045576,0.5
12,304,pause,1610837034,0.5
12,416,rewind,1691788140,0.5
12,140,pause,1649867620,0.5
12,451,rewind,1610557330,0.5
12,86,like,1612323116,0.8
12,119,pause,1625997240,0.5
12,320,skip,1625040970,0.2
12,285,like,1654739720,0.8
12,256,rewind,1604170098,0.5
12,98,rewind,1669212021,0.5
12,222,like,1678876461,0.8
12,13,rewind,1607619406,0.5
12,74,pause,1640400452,0.5
12,426,pause,1671621729,0.5
12,365,skip,1618290410,0.2
13,46,rewind,1639870326,0.5
13,250,skip,1645937453,0.2
13,116,rewind,1691441652,0.5
13,110,like,1624580788,0.8
13,67,like,1698719623,0.8
13,298,skip,1676236170,0.2
13,450,pause,1635515560,0.5
13,346,like,1665327457,0.8
13,15,pause,1652716030,0.5
13,212,pause,1627132206,0.5
13,372,rewind,1614810592,0.5
13,279,pause,1634574966,0.5
13,304,like,1655021499,0.8
13,477,like,1660689406,0.8
13,226,rewind,1668669905,0.5
13,361,like,1650767503,0.8
13,372,skip,1685092350,0.2
13,343,like,1697930848,0.8
13,410,rewind,1626875394,0.5
13,374,rewind,1653097170,0.5
13,242,skip,1660054994,0.2
13,399,pause,1691775423,0.5
13,284,pause,1611802740,0.5
13,99,pause,1659003185,0.5
13,283,skip,1630350035,0.2
13,258,pause,1603803366,0.5
13,278,like,1662469542,0.8
13,490,pause,1693279381,0.5
13,278,pause,1678841823,0.5
13,192,skip,1646809744,0.2
13,476,rewind,1686966047,0.5
13,376,like,1612664482,0.8
13,134,rewind,1699262379,0.5
13,90,pause,1698154351,0.5
13,471,skip,1623994645,0.2
14,130,skip,1656900045,0.2
14,91,skip,1600759895,0.2
14,322,pause,1628058385,0.5
14,266,skip,1658354776,0.2
14,456,skip,1624656133,0.2
14,125,view,1636378287,0.5
14,426,rewind,1668668371,0.5
14,475,view,1672929868,0.5
14,295,rewind,1680205488,0.5
14,206,view,1632598588,0.5
14,264,skip,1631202755,0.2
14,476,rewind,1627243364,0.5
14,211,like,1636600013,0.8
14,404,like,1692831341,0.8
14,359,view,1616861302,0.5
14,449,pause,1673165078,0.5
14,290,like,1604400958,0.8
14,11,like,1601181986,0.8
14,302,skip,1641249064,0.2
14,26,pause,1692271769,0.5
14,110,pause,1609902730,0.5
14,184,pause,1627864936,0.5
14,160,view,1684638119,0.5
14,341,view,1642526787,0.5
14,33,skip,1621861135,0.2
14,241,pause,1698264819,0.5
14,244,rewind,1688085377,0.5
14,48,skip,1600169448,0.2
14,478,like,1614491955,0.8
14,271,rewind,1608735365,0.5
14,346,skip,1689406493,0.2
14,185,view,1686916417,0.5
14,202,skip,1685963176,0.2
14,320,rewind,1668689189,0.5
15,131,like,1657563638,0.8
15,325,rewind,1618856976,0.5
15,155,skip,1689111985,0.2
15,17,skip,1614554548,0.2
15,28,pause,1607681973,0.5
15,6,skip,1612505975,0.2
15,376,skip,1652709461,0.2
15,364,like,1600543471,0.8
15,375,skip,1676645583,0.2
15,220,pause,1646863390,0.5
15,30,skip,1655484305,0.2
15,449,like,1696644883,0.8
15,432,view,1699428269,0.5
15,45,skip,1687684564,0.2
15,260,pause,1611598386,0.5
15,449,pause,1699796576,0.5
15,371,view,1694128768,0.5
15,398,skip,1665270633,0.2
15,103,rewind,1633041898,0.5
15,200,pause,1602788617,0.5
15,176,skip,1638317052,0.2
15,412,skip,1657085865,0.2
15,278,like,1687113981,0.8
15,477,like,1654205646,0.8
15,247,view,1634107186,0.5
15,74,like,1641850692,0.8
15,161,skip,1607436148,0.2
15,168,view,1643902644,0.5
15,317,view,1603700243,0.5
15,121,view,1647124465,0.5
16,262,like,1636746825,0.8
16,220,like,1679665338,0.8
16,17,pause,1614276130,0.5
16,314,rewind,1617167945,0.5
16,26,view,1687999658,0.5
16,294,like,1670796704,0.8
16,497,skip,1600595101,0.2
16,29,rewind,1624076667,0.5
16,277,view,1650887123,0.5
16,224,rewind,1630601330,0.5
16,262,like,1633605321,0.8
16,224,view,1678406626,0.5
16,373,pause,1658606947,0.5
16,366,view,1647126300,0.5
16,421,like,1647983792,0.8
16,209,skip,1648052009,0.2
16,229,like,1672191408,0.8
16,286,view,1611366852,0.5
16,150,view,1694895953,0.5
16,338,view,1609230890,0.5
16,109,pause,1688891020,0.5
16,299,pause,1609991854,0.5
16,469,pause,1649139537,0.5
16,128,view,1617349105,0.5
16,64,like,1617354150,0.8
16,354,skip,1642474912,0.2
16,114,like,1668136350,0.8
16,275,rewind,1624354696,0.5
16,23,view,1611847267,0.5
16,390,view,1600828881,0.5
16,120,pause,1623440883,0.5
16,288,skip,1698373572,0.2
16,401,view,1618797484,0.5
16,29,like,1646740296,0.8
17,208,like,1689577952,0.8
17,143,skip,1668871483,0.2
17,480,skip,1664655792,0.2
17,329,skip,1638198030,0.2
17,349,rewind,1618516014,0.5
17,85,skip,1606025904,0.2
17,463,view,1640012650,0.5
17,208,like,1660471387,0.8
17,131,rewind,1697363120,0.5
17,362,view,1613097424,0.5
17,309,pause,1681355832,0.5
17,221,rewind,1643475160,0.5
17,455,view,1615606762,0.5
17,240,rewind,1606064022,0.5
17,272,pause,1638368950,0.5
17,226,like,1642150785,0.8
17,339,rewind,1677388562,0.5
17,69,view,1621212916,0.5
17,55,pause,1667146014,0.5
17,21,pause,1632984012,0.5
17,37,pause,1696265949,0.5
18,200,skip,1611064055,0.2
18,446,like,1685771036,0.8
18,285,view,1603321931,0.5
18,202,skip,1660704849,0.2
18,392,pause,1629806808,0.5
18,209,skip,1693865887,0.2
18,403,pause,1681950884,0.5
18,167,like,1677698368,0.8
18,104,like,1676055099,0.8
18,87,rewind,1632196101,0.5
18,134,skip,1604291827,0.2
18,446,view,1649366355,0.5
18,11,view,1615102359,0.5
18,398,pause,1635431818,0.5
18,284,view,1649483897,0.5
18,19,like,1616579661,0.8
18,414,pause,1616822069,0.5
18,346,pause,1644127295,0.5
18,17,view,1683857862,0.5
18,376,skip,1677150292,0.2
18,9,pause,1632698085,0.5
18,258,rewind,1636127432,0.5
18,30,like,1634371586,0.8
18,7,like,1602176140,0.8
18,395,pause,1606025301,0.5
18,351,rewind,1666987240,0.5
18,456,like,1648982507,0.8
18,167,rewind,1685698089,0.5
18,335,skip,1634152876,0.2
18,330,like,1662104103,0.8
19,237,like,1631211995,0.8
19,173,skip,1693640476,0.2
19,439,skip,1653819239,0.2
19,263,rewind,1670311377,0.5
19,37,pause,1661194603,0.5
19,128,rewind,1641245705,0.5
19,256,like,1648691667,0.8
19,13,skip,1638802500,0.2
19,435,skip,1616103178,0.2
19,17,view,1658333973,0.5
19,318,view,1610517226,0.5
19,112,view,1601509941,0.5
19,154,pause,1670084502,0.5
19,1,pause,1630561874,0.5
19,237,rewind,1692804833,0.5
19,337,view,1620159376,0.5
19,289,skip,1662994676,0.2
19,430,like,1663271216,0.8
19,276,pause,1636959553,0.5
19,360,view,1692092414,0.5
19,113,rewind,1651824665,0.5
19,185,pause,1625809792,0.5
19,4,rewind,1644656844,0.5
19,229,rewind,1615708994,0.5
20,221,like,1623735806,0.8
20,154,pause,1618646845,0.5
20,451,pause,1619432779,0.5
20,271,view,1602796249,0.5
20,23,view,1665822524,0.5
20,496,skip,1697330812,0.2
20,181,rewind,1602369228,0.5
20,56,pause,1636400892,0.5
20,111,skip,1641923142,0.2
20,389,view,1665209201,0.5
20,420,pause,1655996723,0.5
21,365,view,1609482029,0.5
21,181,view,1665082489,0.5
21,135,skip,1649348176,0.2
21,339,like,1682965304,0.8
21,129,view,1614730822,0.5
21,239,skip,1634400869,0.2
21,195,view,1669504964,0.5
21,411,like,1610536596,0.8
21,494,like,1618572684,0.8
21,229,like,1648631142,0.8
21,268,view,1653560727,0.5
21,203,skip,1681582472,0.2
21,14,skip,1623465406,0.2
21,140,view,1614097007,0.5
21,78,rewind,1677381207,0.5
21,416,rewind,1624728231,0.5
21,466,like,1637376316,0.8
21,154,pause,1648888580,0.5
21,190,skip,1662130385,0.2
21,280,view,1616233835,0.5
22,374,like,1630444796,0.8
22,400,pause,1686882074,0.5
22,191,like,1695293400,0.8
22,319,like,1624885904,0.8
22,326,like,1636363629,0.8
22,340,view,1604387734,0.5
22,392,skip,1611289970,0.2
22,486,skip,1654551550,0.2
22,120,like,1692383945,0.8
22,367,like,1650871166,0.8
22,417,pause,1655368705,0.5
22,2,rewind,1691951663,0.5
22,5,skip,1662656011,0.2
22,379,pause,1642270053,0.5
22,400,skip,1650196109,0.2
22,7,like,1621071119,0.8
23,337,pause,1667899815,0.5
23,239,rewind,1622327574,0.5
23,441,like,1651052141,0.8
23,453,rewind,1633326773,0.5
23,329,pause,1674095763,0.5
23,226,like,1698660320,0.8
23,228,view,1668459850,0.5
23,467,pause,1631046253,0.5
23,282,pause,1686897465,0.5
23,438,view,1672739910,0.5
23,178,pause,1661290517,0.5
23,402,view,1606560386,0.5
23,446,rewind,1650048316,0.5
23,274,like,1660657286,0.8
23,51,pause,1667234766,0.5
23,110,view,1615076680,0.5
23,438,pause,1651723574,0.5
23,101,view,1621566053,0.5
23,47,view,1689570149,0.5
23,443,pause,1687139422,0.5
23,283,pause,1661133055,0.5
23,264,like,1603415351,0.8
23,318,view,1613326690,0.5
23,404,pause,1637296764,0.5
23,301,pause,1660897452,0.5
23,364,pause,1632581623,0.5
23,236,rewind,1609166228,0.5
23,380,pause,1623913810,0.5
23,86,rewind,1698055623,0.5
24,197,pause,1635993400,0.5
24,332,view,1614969786,0.5
24,277,rewind,1692520990,0.5
24,247,rewind,1678393331,0.5
24,13,pause,1685693971,0.5
24,401,skip,1688849557,0.2
24,410,rewind,1673823814,0.5
24,277,pause,1677340346,0.5
24,333,skip,1635455989,0.2
24,6,skip,1669959489,0.2
24,196,skip,1656919650,0.2
24,55,rewind,1636503215,0.5
24,204,view,1650106589,0.5
24,285,view,1643724972,0.5
24,402,skip,1618255982,0.2
24,251,view,1644598752,0.5
24,359,skip,1691450739,0.2
24,493,view,1627902246,0.5
25,264,rewind,1643777005,0.5
25,266,like,1625604630,0.8
25,6,like,1606333305,0.8
25,499,view,1628547187,0.5
25,400,rewind,1611602176,0.5
25,116,view,1682234270,0.5
25,242,view,1669983972,0.5
25,228,skip,1695273968,0.2
25,449,like,1620263834,0.8
25,375,pause,1642263178,0.5
25,446,like,1625015556,0.8
25,86,rewind,1684699767,0.5
25,8,skip,1669595945,0.2
25,466,skip,1620145115,0.2
25,417,pause,1643504688,0.5
25,230,view,1621192515,0.5
25,281,pause,1601229983,0.5
25,493,pause,1655637198,0.5
25,258,view,1630456424,0.5
25,450,skip,1629840986,0.2
25,323,pause,1669514875,0.5
25,247,rewind,1699431485,0.5
25,149,skip,1694544285,0.2
25,193,like,1695057513,0.8
25,179,skip,1634014589,0.2
25,486,view,1670847032,0.5
25,78,view,1670996607,0.5
25,68,skip,1652172274,0.2
25,7,pause,1605179676,0.5
25,398,pause,1651306538,0.5
25,286,pause,1680046027,0.5
25,424,skip,1647866261,0.2
26,349,view,1612910069,0.5
26,270,pause,1693766848,0.5
26,12,skip,1695675876,0.2
26,433,skip,1616729650,0.2
26,89,pause,1625966639,0.5
26,470,skip,1628347521,0.2
26,245,pause,1644183615,0.5
26,194,rewind,1655199509,0.5
26,162,rewind,1669434272,0.5
26,68,skip,1635569720,0.2
26,381,pause,1623189972,0.5
26,104,skip,1679108116,0.2
26,466,rewind,1686719636,0.5
26,435,pause,1621745841,0.5
26,235,rewind,1645553185,0.5
26,81,pause,1696758852,0.5
26,329,skip,1665569418,0.2
26,165,view,1697463369,0.5
26,301,rewind,1627486159,0.5
26,479,view,1693169594,0.5
26,93,pause,1653866927,0.5
26,13,pause,1678048445,0.5
26,292,skip,1632824807,0.2
26,268,view,1636707915,0.5
26,386,pause,1602803855,0.5
26,71,like,1655498303,0.8
26,12,view,1663394892,0.5
27,95,like,1675016595,0.8
27,13,like,1654816441,0.8
27,398,view,1614016307,0.5
27,362,skip,1648273653,0.2
27,46,view,1629723533,0.5
27,34,view,1638544770,0.5
27,306,rewind,1657045039,0.5
27,444,pause,1603686582,0.5
27,335,rewind,1633115880,0.5
27,467,rewind,1693251690,0.5
27,31,rewind,1665622885,0.5
27,165,view,1688996763,0.5
27,363,like,1622278215,0.8
27,457,skip,1674344775,0.2
27,75,like,1613530549,0.8
27,261,rewind,1666048376,0.5
27,47,pause,1668403881,0.5
27,430,like,1670926915,0.8
27,330,view,1617462002,0.5
27,388,rewind,1611512029,0.5
27,418,like,1684836162,0.8
27,177,view,1601313412,0.5
27,33,view,1627528183,0.5
27,99,rewind,1605699738,0.5
27,51,skip,1648393825,0.2
27,45,rewind,1681194430,0.5
27,352,like,1662688989,0.8
27,392,skip,1660704449,0.2
27,292,like,1661318838,0.8
28,428,skip,1691114036,0.2
28,455,like,1640168845,0.8
28,351,pause,1647021893,0.5
28,8,view,1620879420,0.5
28,390,skip,1615826283,0.2
28,95,view,1612622408,0.5
28,150,skip,1655604593,0.2
28,218,skip,1644631128,0.2
28,416,view,1618468427,0.5
28,363,pause,1620458747,0.5
28,114,pause,1635147957,0.5
28,180,view,1644881657,0.5
28,468,pause,1607583828,0.5
29,438,rewind,1656401023,0.5
29,14,like,1681151598,0.8
29,248,view,1658906551,0.5
29,319,view,1686935467,0.5
29,164,pause,1616399964,0.5
29,308,pause,1620153016,0.5
29,206,pause,1617554367,0.5
29,233,rewind,1623588869,0.5
29,91,like,1687019421,0.8
29,257,rewind,1635496187,0.5
29,433,like,1644514196,0.8
29,319,like,1662984844,0.8
29,17,pause,1694887362,0.5
29,175,pause,1699019527,0.5
29,122,skip,1680029353,0.2
29,441,view,1622631227,0.5
29,108,pause,1691132517,0.5
29,280,pause,1685689069,0.5
29,348,like,1635228839,0.8
29,215,view,1652864517,0.5
29,349,view,1698924908,0.5
29,162,like,1687176939,0.8
29,48,skip,1695277505,0.2
29,134,skip,1608955913,0.2
29,48,view,1678841124,0.5
29,457,view,1633317787,0.5
29,216,like,1643857792,0.8
29,475,skip,1611638631,0.2
30,408,skip,1638176584,0.2
30,257,rewind,1664082112,0.5
30,66,skip,1660482742,0.2
30,110,pause,1642932433,0.5
30,143,like,1676608540,0.8
30,116,skip,1688154476,0.2
30,131,pause,1641857838,0.5
30,143,skip,1662785607,0.2
30,128,view,1686583194,0.5
30,393,pause,1699926486,0.5
30,364,like,1628982469,0.8
30,155,skip,1636468042,0.2
30,278,view,1621161098,0.5
30,274,like,1662766408,0.8
30,459,skip,1644443495,0.2
30,402,pause,1620559197,0.5
30,413,view,1656109481,0.5
30,266,like,1659512235,0.8
30,142,like,1673064041,0.8
30,174,like,1644750251,0.8
30,19,skip,1697296708,0.2
30,260,like,1643931476,0.8
30,490,like,1644537720,0.8
30,440,rewind,1684208714,0.5
30,377,view,1629935306,0.5
30,481,skip,1687826087,0.2
